,,,,,,,Days Of,Connection Flight,,
Origin,Destination,Flight Number,Departure Time,Arrival Time,Flight Time,Routing,,,Effective From,EffectiveTo
,,,,,,,Operations,No,,
Ahmedabad,Kannur,G8 392,05:00,18:45,13:45,Via BOM,"Tu,F",G8 370,02/03/2023,02/15/2023
Ahmedabad,Kannur,G8 459,09:25,18:45,09:20,Via BOM,Daily,G8 370,02/03/2023,02/15/2023
Ahmedabad,Kochi,G8 802,09:25,18:15,08:50,Via BLR,Daily,G8 2126,02/03/2023,02/06/2023
Ahmedabad,Kochi,G8 413,21:10,08:40,11:30,Via BOM,Daily,G8 347,02/03/2023,02/14/2023
Ahmedabad,Kochi,G8 537,20:10,08:40,12:30,Via BOM,Daily,G8 347,02/03/2023,02/14/2023
Ahmedabad,Kochi,G8 244,07:05,19:25,12:20,Via BOM,Su,G8 336,02/03/2023,02/15/2023
Ahmedabad,Kochi,G8 2505,15:05,19:25,04:20,Via BOM,Su,G8 336,02/03/2023,02/15/2023
Ahmedabad,Kochi,G8 392,05:45,19:25,13:40,Via BOM,"M,W,Th,Sa,Su",G8 336,02/03/2023,02/15/2023
Ahmedabad,Kochi,G8 392,05:00,19:25,14:25,Via BOM,"Tu,F",G8 336,02/03/2023,02/15/2023
Ahmedabad,Kochi,G8 459,09:25,19:25,10:00,Via BOM,Daily,G8 336,02/03/2023,02/15/2023
Ahmedabad,Kolkata,G8 714,23:15,08:00,08:45,Via DEL,Daily,G8 101,02/03/2023,02/05/2023
Ahmedabad,Kolkata,G8 718,19:35,08:00,12:25,Via DEL,"M,Tu,W,Th,F,Su",G8 101,02/03/2023,02/05/2023
Ahmedabad,Kolkata,G8 718,18:55,08:00,13:05,Via DEL,Sa,G8 101,02/03/2023,02/05/2023
Ahmedabad,Kolkata,G8 802,09:25,22:40,13:15,Via BLR,Daily,G8 887,02/03/2023,02/06/2023
Ahmedabad,Kolkata,G8 413,21:10,10:00,12:50,Via BOM,Daily,G8 511,02/03/2023,02/14/2023
Ahmedabad,Kolkata,G8 537,20:10,10:00,13:50,Via BOM,Daily,G8 511,02/03/2023,02/14/2023
Ahmedabad,Kolkata,G8 392,05:00,10:00,05:00,Via BOM,"Tu,F",G8 511,02/03/2023,02/15/2023
Ahmedabad,Kolkata,G8 532,06:20,08:40,02:20,Non Stop,Daily,-,02/03/2023,02/15/2023
Ahmedabad,Kolkata,G8 715,05:00,16:15,11:15,Via PNQ,"M,Tu,W,Th,F,Su",G8 394,02/03/2023,02/15/2023
Ahmedabad,Kuwait,G8 2505,15:05,23:00,10:25,Via BOM,"M,Th",G8 79,02/03/2023,02/15/2023
